name,rank,year,industry,sector,headquarters_state
"Fortune Brands, Inc.",311,2008,"Home Equipment, Furnishings",,IL
The First American Corporation,312,2008,Insurance: Property and Casualty (Stock),,CA
Virgin Media Inc.,313,2008,Telecommunications,,NY
"Owens-Illinois, Inc.",314,2008,"Packaging, Containers",,OH
First Data Corporation,315,2008,Financial Data Services,,CO
The Sherwin-Williams Company,316,2008,Chemicals,,OH
Energy Future Holdings Corp.,317,2008,Energy,,TX
Calpine Corporation,318,2008,Energy,,CA
NiSource Inc.,319,2008,Utilities: Gas and Electric,,IN
Campbell Soup Co.,320,2008,Food Consumer Products,,NJ
KeyCorp,321,2008,Commercial Banks,,OH
Ashland Inc.,322,2008,Chemicals,,KY
MGM MIRAGE,323,2008,"Hotels, Casinos, Resorts",,NV
Chesapeake Energy Corporation,324,2008,"Mining, Crude-Oil Production",,OK
"Crown Holdings, Inc.",325,2008,"Packaging, Containers",,PA
eBay Inc.,326,2008,Internet Services and Retailing,,CA
Pilgrim's Pride Corporation,327,2008,Food Production,,TX
"Mohawk Industries, Inc.",328,2008,zMiscellaneous,,GA
Ameren Corporation,329,2008,Utilities: Gas and Electric,,MO
"Community Health Systems, Inc.",330,2008,Health Care: Medical Facilities,,TN
Dover Corporation,331,2008,Industrial and Farm Equipment,,NY
"Gannett Co., Inc.",332,2008,"Publishing, Printing",,VA
"CarMax, Inc.",333,2008,"Automotive Retailing, Services",,VA
Smurfit-Stone Container Corporation,334,2008,"Packaging, Containers",,IL
V.F. Corporation,335,2008,Apparel,,NC
Ball Corporation,336,2008,"Packaging, Containers",,CO
Eastman Chemical Company,337,2008,Chemicals,,TN
"Clear Channel Communications, Inc.",339,2008,Entertainment,,TX
KB Home,340,2008,Homebuilders,,CA
"C. H. Robinson Worldwide, Inc.",341,2008,Transportation and Logistics,,MN
"Western Refining, Inc.",342,2008,Petroleum Refining,,TX
"Enbridge Energy Partners, L.P.",343,2008,Pipelines,,TX
"Targa Resources, Inc.",344,2008,Pipelines,,TX
Reliance Steel & Aluminum Co.,345,2008,Wholesalers: Diversified,,CA
PPL Corporation,346,2008,Utilities: Gas and Electric,,PA
"Winn-Dixie Stores, Inc.",347,2008,Food & Drug Stores,,FL
GameStop Corp.,348,2008,Specialty Retailers,,TX
Dillard's Inc.,349,2008,Household and Personal Products,,NY
Synnex Corp.,350,2008,Wholesalers: Electronics and Office Equipment,,CA
AK Steel Holding Corporation,351,2008,Metals,,OH
American Family Ins. Group,352,2008,Insurance: Property and Casualty (Stock),,WI
Yahoo! Inc.,353,2008,Internet Services and Retailing,,CA
"Dole Food Company, Inc.",354,2008,Food Consumer Products,,CA
Federal-Mogul Corporation,355,2008,Motor Vehicles & Parts,,MI
MeadWestvaco Corporation,356,2008,"Packaging, Containers",,VA
"The Great Atlantic & Pacific Tea Company, Inc.",357,2008,Food & Drug Stores,,NJ
"Family Dollar Stores, Inc.",358,2008,General Merchandisers,,NC
AGCO Corporation,359,2008,Industrial and Farm Equipment,,GA
"Owens & Minor, Inc.",360,2008,Wholesalers: Health Care,,VA
"Energy Transfer Equity, L.P.",361,2008,Pipelines,,TX
"The McGraw-Hill Companies, Inc.",362,2008,"Publishing, Printing",,NY
"Autoliv, Inc.",363,2008,Motor Vehicles & Parts,,MI
Global Partners LP,364,2008,Energy,,MA
Quest Diagnostics Incorporated,365,2008,Health Care: Pharmacy and Other Services,,NJ
CMS Energy Corporation,366,2008,Utilities: Gas and Electric,,MI
Celanese Corporation,367,2008,Chemicals,,TX
"Bed Bath & Beyond, Inc.",368,2008,Specialty Retailers,,NJ
"Whole Foods Market, Inc.",369,2008,Food & Drug Stores,,TX
IAC/INTERACTIVECORP,370,2008,Internet Services and Retailing,,NY
"Ryder System, Inc.",371,2008,"Trucking, Truck Leasing",,FL
The Black & Decker Corporation,372,2008,Industrial and Farm Equipment,,MD
"The Interpublic Group of Companies, Inc.",373,2008,"Advertising, Marketing",,NY
Cablevision Systems Corporation,374,2008,Telecommunications,,NY
Goodrich Corporation,375,2008,Aerospace & Defense,,NC
"Aleris International, Inc.",376,2008,Metals,,OH
"W.W. Grainger, Inc.",377,2008,Wholesalers: Diversified,,IL
Newell Rubbermaid Inc.,378,2008,"Home Equipment, Furnishings",,GA
"Group 1 Automotive, Inc.",379,2008,"Automotive Retailing, Services",,TX
"Becton, Dickinson and Company",380,2008,Medical Products and Equipment,,NJ
Embarq Corporation,381,2008,Telecommunications,,KS
Avery Dennison Corporation,382,2008,Chemicals,,CA
Oshkosh Corporation,383,2008,Motor Vehicles & Parts,,WI
Performance Food Group Company,384,2008,Wholesalers: Food and Grocery,,VA
"Peter Kiewit Sons', Inc.",385,2008,Engineering & Construction,,NE
"Omnicare, Inc.",386,2008,Health Care: Pharmacy and Other Services,,KY
ProLogis,387,2008,Real Estate,,CO
Safeco Corporation,388,2008,Insurance: Property and Casualty (Stock),,WA
"Franklin Resources, Inc.",389,2008,Securities,,CA
Hormel Foods Corporation,390,2008,Food Consumer Products,,MN
NCR Corporation,391,2008,"Computers, Office Equipment",,OH
Molson Coors Brewing Company,392,2008,Beverages,,CO
Tenneco Inc.,393,2008,Motor Vehicles & Parts,,IL
"AutoZone, Inc.",394,2008,Specialty Retailers,,TN
TravelCenters of America LLC,395,2008,Specialty Retailers,,OH
"Starwood Hotels & Resorts Worldwide, Inc.",396,2008,"Hotels, Casinos, Resorts",,NY
"Harley-Davidson, Inc.",397,2008,Transportation Equipment,,WI
Thrivent Financial for Lutherans,398,2008,"Insurance: Life, Health (Mutual)",,MN
Pitney Bowes Inc.,399,2008,"Computers, Office Equipment",,CT
"Allied Waste Industries, Inc.",400,2008,Waste Management,,AZ
Stryker Corporation,401,2008,Medical Products and Equipment,,MI
The Charles Schwab Corporation,402,2008,Securities,,CA
"NRG Energy, Inc.",403,2008,Energy,,NJ
"CB Richard Ellis Group, Inc.",404,2008,Real Estate,,CA
"The Pantry, Inc.",405,2008,Specialty Retailers,,NC
"Advanced Micro Devices, Inc.",406,2008,Semiconductors and Other Electronic Components,,CA
"Emcor Group, Inc.",407,2008,Engineering & Construction,,CT
"WESCO International, Inc.",408,2008,Wholesalers: Diversified,,PA
"Charter Communications, Inc.",409,2008,Telecommunications,,MO
"Henry Schein, Inc.",410,2008,Wholesalers: Health Care,,NY
"Avis Budget Group, Inc.",411,2008,"Automotive Retailing, Services",,NJ
"Ross Stores, Inc.",412,2008,Specialty Retailers,,CA
"Mattel, Inc.",413,2008,"Toys, Sporting Goods",,CA
Realogy Corporation,414,2008,Real Estate,,NJ
"Darden Restaurants, Inc.",415,2008,Food Services,,FL
Atmos Energy Corporation,416,2008,Utilities: Gas and Electric,,TX
Corning Inc.,417,2008,Network and Other Communications Equipment,,NY
Anixter International Inc.,418,2008,Wholesalers: Diversified,,IL
Northeast Utilities,419,2008,Utilities: Gas and Electric,,CT
"Hexion Specialty Chemicals, Inc.",420,2008,Chemicals,,OH
"Asbury Automotive Group, Inc.",421,2008,"Automotive Retailing, Services",,NY
The Mosaic Company,422,2008,Chemicals,,MN
"Affiliated Computer Services, Inc.",423,2008,Information Technology Services,,TX
Brunswick Corporation,424,2008,Transportation Equipment,,IL
Marshall & Ilsley Corporation,425,2008,Commercial Banks,,WI
"The Shaw Group, Inc.",426,2008,Engineering & Construction,,LA
"Micron Technology, Inc.",427,2008,Semiconductors and Other Electronic Components,,ID
"Kelly Services, Inc.",428,2008,Temporary Help,,MI
Unisys Corporation,429,2008,Information Technology Services,,PA
Newmont Mining Corporation,430,2008,"Mining, Crude-Oil Production",,CO
Owens Corning,431,2008,"Building Materials, Glass",,OH
Peabody Energy Corporation,432,2008,"Mining, Crude-Oil Production",,MO
W.R. Berkley Corporation,433,2008,Insurance: Property and Casualty (Stock),,CT
Blockbuster Inc.,434,2008,Specialty Retailers,,TX
"Fidelity National Financial, Inc.",435,2008,Insurance: Property and Casualty (Stock),,FL
"XTO Energy, Inc.",436,2008,"Mining, Crude-Oil Production",,TX
UGI Corporation,437,2008,Energy,,PA
Ecolab Inc.,438,2008,Chemicals,,MN
Western Digital Corporation,439,2008,Computer Peripherals,,CA
"Host Hotels & Resorts, Inc.",440,2008,Real Estate,,MD
Allegheny Technologies Inc.,441,2008,Metals,,PA
"Foot Locker, Inc.",442,2008,Specialty Retailers,,NY
"Agilent Technologies, Inc.",443,2008,"Scientific, Photographic and Control Equipment",,CA
Precision Castparts Corporation,444,2008,Aerospace & Defense,,OR
"Boise Cascade Holdings, L.L.C.",445,2008,Forest and Paper Products,,ID
Barnes & Noble Inc.,446,2008,Specialty Retailers,,NY
Northern Trust Corporation,447,2008,Commercial Banks,,IL
Wm. Wrigley Jr. Company,448,2008,Food Consumer Products,,IL
URS Corporation,449,2008,Engineering & Construction,,CA
Rockwell Automation Inc.,450,2008,"Electronics, Electrical Equipment",,WI
"BorgWarner, Inc.",451,2008,Motor Vehicles & Parts,,MI
Pacific Life,452,2008,"Insurance: Life, Health (Stock)",,CA
Longs Drug Stores Corporation,453,2008,Food & Drug Stores,,CA
"DaVita, Inc.",454,2008,Health Care: Medical Facilities,,CA
"Graybar Electric Company, Inc.",455,2008,Wholesalers: Diversified,,MO
"Leggett & Platt, Incorporated",456,2008,Furniture,,MO
The Timken Company,457,2008,Industrial and Farm Equipment,,OH
"Expeditors International of Washington, Inc.",458,2008,Transportation and Logistics,,WA
"Constellation Brands, Inc.",459,2008,Beverages,,NY
USG Corporation,460,2008,"Building Materials, Glass",,IL
Symantec Corporation,461,2008,Computer Software,,CA
Frontier Oil Corporation,462,2008,Petroleum Refining,,TX
Energy East Corporation,463,2008,Utilities: Gas and Electric,,ME
"NVR, Inc.",464,2008,Homebuilders,,VA
Auto-Owners Insurance Group,465,2008,Insurance: Property and Casualty (Mutual),,MI
SPX Corporation,466,2008,"Electronics, Electrical Equipment",,NC
Tribune Company,467,2008,"Publishing, Printing",,IL
Fiserv Inc.,468,2008,Financial Data Services,,WI
"Sovereign Bancorp, Inc.",469,2008,Savings Institutions,,PA
"Lexmark International, Inc.",470,2008,Computer Peripherals,,KY
The Hershey Company,471,2008,Food Consumer Products,,PA
"SunGard Data Systems, Inc.",472,2008,Financial Data Services,,PA
The Western Union Company,473,2008,Financial Data Services,,CO
The Clorox Company,474,2008,Household and Personal Products,,CA
"BlackRock, Inc.",475,2008,Securities,,NY
"Advance Auto Parts, Inc.",476,2008,Specialty Retailers,,VA
"Insight Enterprises, Inc.",477,2008,Wholesalers: Electronics and Office Equipment,,AZ
"Telephone and Data Systems, Inc.",478,2008,Telecommunications,,IL
"Liz Claiborne, Inc.",479,2008,Apparel,,NY
Western & Southern Mutual Holding Company,480,2008,"Insurance: Life, Health (Mutual)",,OH
"Fidelity National Information Services, Inc.",481,2008,Financial Data Services,,FL
BJ Services Company,482,2008,"Oil and Gas Equipment, Services",,TX
"Hovnanian Enterprises, Inc.",483,2008,Homebuilders,,NJ
Holly Corporation,484,2008,Petroleum Refining,,TX
"Universal Health Services, Inc.",485,2008,Health Care: Medical Facilities,,PA
El Paso Corporation,486,2008,Pipelines,,TX
Spectra Energy Corp,487,2008,Pipelines,,TX
Erie Insurance Group,488,2008,Insurance: Property and Casualty (Stock),,PA
"PetSmart, Inc.",489,2008,Specialty Retailers,,AZ
Cameron International Corporation,490,2008,"Oil and Gas Equipment, Services",,TX
"Chiquita Brands International, Inc.",491,2008,Food Production,,OH
Jarden Corporation,492,2008,"Home Equipment, Furnishings",,NY
"Big Lots, Inc.",493,2008,Specialty Retailers,,OH
Sealed Air Corporation,494,2008,"Packaging, Containers",,NJ
"Toll Brothers, Inc.",495,2008,Homebuilders,,PA
United Stationers Inc.,496,2008,Wholesalers: Electronics and Office Equipment,,IL
Robert Half International Inc.,497,2008,Temporary Help,,CA
"FMC Technologies, Inc.",498,2008,"Oil and Gas Equipment, Services",,TX
Perini Corporation,499,2008,Engineering & Construction,,MA
SCANA Corporation,500,2008,Utilities: Gas and Electric,,SC
Exxon Mobil Corporation,1,2009,Petroleum Refining,,TX
"Wal-Mart Stores, Inc.",2,2009,General Merchandisers,,AR
Chevron Corporation,3,2009,Petroleum Refining,,CA
ConocoPhillips,4,2009,Petroleum Refining,,TX
General Electric Company,5,2009,Diversified Financials,,CT
General Motors Corporation,6,2009,Motor Vehicles & Parts,,MI
Ford Motor Company,7,2009,Motor Vehicles & Parts,,MI
AT&T Inc.,8,2009,Telecommunications,,TX
Hewlett-Packard Company,9,2009,"Computers, Office Equipment",,CA
Valero Energy Corporation,10,2009,Petroleum Refining,,TX
Bank of America Corporation,11,2009,Commercial Banks,,NC
"Citigroup, Inc.",12,2009,Commercial Banks,,NY
Berkshire Hathaway Inc.,13,2009,Insurance: Property and Casualty (Stock),,NE
International Business Machines Corporation,14,2009,Information Technology Services,,NY
McKesson Corporation,15,2009,Wholesalers: Health Care,,CA
J.P. Morgan Chase & Co.,16,2009,Commercial Banks,,NY
Verizon Communications Inc.,17,2009,Telecommunications,,NY
"Cardinal Health, Inc.",18,2009,Wholesalers: Health Care,,OH
CVS Caremark Corporation,19,2009,Food & Drug Stores,,RI
The Procter & Gamble Company,20,2009,Household and Personal Products,,OH
UnitedHealth Group Incorporated,21,2009,Health Care: Insurance and Managed Care,,MN
The Kroger Company,22,2009,Food & Drug Stores,,OH
Marathon Oil Corporation,23,2009,Petroleum Refining,,TX
Costco Wholesale Corporation,24,2009,Specialty Retailers,,WA
"The Home Depot, Inc.",25,2009,Specialty Retailers,,GA
AmerisourceBergen Corp.,26,2009,Wholesalers: Health Care,,PA
Archer-Daniels-Midland Company,27,2009,Food Production,,IL
Target Corporation,28,2009,General Merchandisers,,MN
Johnson & Johnson,29,2009,Pharmaceuticals,,NJ
Morgan Stanley,30,2009,Commercial Banks,,NY
State Farm Insurance Cos.,31,2009,Insurance: Property and Casualty (Mutual),,IL
"WellPoint, Inc.",32,2009,Health Care: Insurance and Managed Care,,IN
Dell Inc.,33,2009,"Computers, Office Equipment",,TX
The Boeing Company,34,2009,Aerospace & Defense,,IL
Microsoft Corporation,35,2009,Computer Software,,WA
Walgreen Co.,36,2009,Food & Drug Stores,,IL
United Technologies Corporation,37,2009,Aerospace & Defense,,CT
The Dow Chemical Company,38,2009,Chemicals,,MI
"MetLife, Inc.",39,2009,"Insurance: Life, Health (Stock)",,NY
"The Goldman Sachs Group, Inc.",40,2009,Commercial Banks,,NY
Wells Fargo & Company,41,2009,Commercial Banks,,CA
"Sunoco, Inc.",41,2009,Petroleum Refining,,PA
"United Parcel Service, Inc.",43,2009,"Mail, Package, and Freight Delivery",,GA
Caterpillar Inc.,44,2009,Construction and Farm Machinery,,IL
"Medco Health Solutions, Inc.",45,2009,Health Care: Pharmacy and Other Services,,NJ
Pfizer Inc.,46,2009,Pharmaceuticals,,NY
"Lowe's Companies, Inc.",47,2009,Specialty Retailers,,NC
Time Warner Inc.,48,2009,Entertainment,,NY
Sears Holdings Corporation,49,2009,General Merchandisers,,IL
Safeway Inc.,50,2009,Food & Drug Stores,,CA
Supervalu Inc.,51,2009,Food & Drug Stores,,MN
"PepsiCo, Inc.",52,2009,Food Consumer Products,,NY
Kraft Foods Inc.,53,2009,Food Consumer Products,,IL
Lockheed Martin Corporation,54,2009,Aerospace & Defense,,MD
Hess Corporation,55,2009,Petroleum Refining,,NY
Best Buy Co. Inc.,56,2009,Specialty Retailers,,MN
"Cisco Systems, Inc.",57,2009,Network and Other Communications Equipment,,CA
"Johnson Controls, Inc.",58,2009,Motor Vehicles & Parts,,WI
FedEx Corporation,59,2009,"Mail, Package, and Freight Delivery",,TN
The Walt Disney Company,60,2009,Entertainment,,CA
Intel Corporation,61,2009,Semiconductors and Other Electronic Components,,CA
Sysco Corporation,62,2009,Wholesalers: Food and Grocery,,TX
Honeywell International Inc.,63,2009,Aerospace & Defense,,NJ
Sprint Nextel Corporation,64,2009,Telecommunications,,KS
"Enterprise GP Holdings, L.P.",65,2009,Pipelines,,TX
GMAC LLC,66,2009,Commercial Banks,,MI
Ingram Micro Inc.,67,2009,Wholesalers: Electronics and Office Equipment,,CA
Comcast Corporation,68,2009,Telecommunications,,PA
Northrop Grumman Corporation,69,2009,Aerospace & Defense,,CA
News Corporation,70,2009,Entertainment,,NY
"Apple , Inc.",71,2009,"Computers, Office Equipment",,CA
CHS Inc.,72,2009,Wholesalers: Food and Grocery,,MN
The Coca-Cola Company,73,2009,Beverages,,GA
American Express Company,74,2009,Commercial Banks,,NY
E.I. du Pont de Nemours and Company,75,2009,Chemicals,,DE
New York Life Insurance Company,76,2009,"Insurance: Life, Health (Mutual)",,NY
Aetna Inc.,77,2009,Health Care: Insurance and Managed Care,,CT
"Motorola, Inc.",78,2009,Network and Other Communications Equipment,,IL
"Plains All American Pipeline, L.P.",79,2009,Pipelines,,TX
Abbott Laboratories,80,2009,Pharmaceuticals,,IL
The Allstate Corporation,81,2009,Insurance: Property and Casualty (Stock),,IL
Teachers Insurance and Annuity Association College Retiremen,82,2009,"Insurance: Life, Health (Mutual)",,NY
General Dynamics Corporation,83,2009,Aerospace & Defense,,VA
"Prudential Financial, Inc.",84,2009,"Insurance: Life, Health (Stock)",,NJ
Humana Inc.,85,2009,Health Care: Insurance and Managed Care,,KY
Liberty Mutual Holding Company Inc.,86,2009,Insurance: Property and Casualty (Stock),,MA
Deere & Company,87,2009,Construction and Farm Machinery,,IL
HCA Inc,88,2009,Health Care: Medical Facilities,,TN
"Tyson Foods, Inc.",89,2009,Food Production,,AR
"Alcoa, Inc.",90,2009,Metals,,NY
Tesoro Corporation,91,2009,Petroleum Refining,,TX
Murphy Oil Corporation,92,2009,Petroleum Refining,,AR
Philip Morris International Inc.,93,2009,Tobacco,,NY
Emerson Electric Co.,94,2009,"Electronics, Electrical Equipment",,MO
3M Company,95,2009,zMiscellaneous,,MN
"Macy's, Inc.",96,2009,General Merchandisers,,OH
International Paper Company,97,2009,Forest and Paper Products,,TN
Occidental Petroleum Corporation,98,2009,"Mining, Crude-Oil Production",,CA
"The Travelers Companies, Inc.",99,2009,Insurance: Property and Casualty (Stock),,NY
Rite Aid Corporation,100,2009,Food & Drug Stores,,PA
"Publix Super Markets, Inc.",101,2009,Food & Drug Stores,,FL
Tech Data Corporation,102,2009,Wholesalers: Electronics and Office Equipment,,FL
"Merck & Co., Inc.",103,2009,Pharmaceuticals,,NJ
AMR Corporation,104,2009,Airlines,,TX
United States Steel Corporation,105,2009,Metals,,PA
